
> Configure project :app

  Line 57:     implementation(libs.androidx.room.ktx)
                              ^ Unexpected symbol

  Line 57:     implementation(libs.androidx.room.ktx)
                                  ^ Unexpected symbol

  Line 57:     implementation(libs.androidx.room.ktx)
                                   ^ Unexpected symbol

  Line 57:     implementation(libs.androidx.room.ktx)
                                           ^ Unexpected symbol

  Line 57:     implementation(libs.androidx.room.ktx)
                                            ^ Unexpected symbol

  Line 57:     implementation(libs.androidx.room.ktx)
                                                ^ Unexpected symbol

  Line 57:     implementation(libs.androidx.room.ktx)
                                                 ^ Unexpected symbol

  Line 57:     implementation(libs.androidx.room.ktx)
                                                    ^ Unexpected symbol

  Line 58:     implementation(libs.navigation.compose)
               ^ Unexpected symbol

  Line 58:     implementation(libs.navigation.compose)
                             ^ Unexpected symbol

  Line 58:     implementation(libs.navigation.compose)
                              ^ Unexpected symbol

  Line 58:     implementation(libs.navigation.compose)
                                  ^ Unexpected symbol

  Line 58:     implementation(libs.navigation.compose)
                                   ^ Unexpected symbol

  Line 58:     implementation(libs.navigation.compose)
                                             ^ Unexpected symbol

  Line 58:     implementation(libs.navigation.compose)
                                              ^ Unexpected symbol

  Line 58:     implementation(libs.navigation.compose)
                                                     ^ Unexpected symbol

  Line 59:     ksp(libs.androidx.room.compiler)
               ^ Unexpected symbol

  Line 59:     ksp(libs.androidx.room.compiler)
                  ^ Unexpected symbol

  Line 59:     ksp(libs.androidx.room.compiler)
                   ^ Unexpected symbol

  Line 59:     ksp(libs.androidx.room.compiler)
                       ^ Unexpected symbol

  Line 59:     ksp(libs.androidx.room.compiler)
                        ^ Unexpected symbol

  Line 59:     ksp(libs.androidx.room.compiler)
                                ^ Unexpected symbol

  Line 59:     ksp(libs.androidx.room.compiler)
                                 ^ Unexpected symbol

  Line 59:     ksp(libs.androidx.room.compiler)
                                     ^ Unexpected symbol

  Line 59:     ksp(libs.androidx.room.compiler)
                                      ^ Unexpected symbol

  Line 59:     ksp(libs.androidx.room.compiler)
                                              ^ Unexpected symbol

  Line 62:     implementation(libs.androidx.datastore.preferences)
               ^ Unexpected symbol

  Line 62:     implementation(libs.androidx.datastore.preferences)
                             ^ Unexpected symbol

  Line 62:     implementation(libs.androidx.datastore.preferences)
                              ^ Unexpected symbol

  Line 62:     implementation(libs.androidx.datastore.preferences)
                                  ^ Unexpected symbol

  Line 62:     implementation(libs.androidx.datastore.preferences)
                                   ^ Unexpected symbol

  Line 62:     implementation(libs.androidx.datastore.preferences)
                                           ^ Unexpected symbol

  Line 62:     implementation(libs.androidx.datastore.preferences)
                                            ^ Unexpected symbol

  Line 62:     implementation(libs.androidx.datastore.preferences)
                                                     ^ Unexpected symbol

  Line 62:     implementation(libs.androidx.datastore.preferences)
                                                      ^ Unexpected symbol

  Line 62:     implementation(libs.androidx.datastore.preferences)
                                                                 ^ Unexpected symbol

  Line 65:     implementation(libs.androidx.navigation.compose)
               ^ Unexpected symbol

  Line 65:     implementation(libs.androidx.navigation.compose)
                             ^ Unexpected symbol

  Line 65:     implementation(libs.androidx.navigation.compose)
                              ^ Unexpected symbol

  Line 65:     implementation(libs.androidx.navigation.compose)
                                  ^ Unexpected symbol

  Line 65:     implementation(libs.androidx.navigation.compose)
                                   ^ Unexpected symbol

  Line 65:     implementation(libs.androidx.navigation.compose)
                                           ^ Unexpected symbol

  Line 65:     implementation(libs.androidx.navigation.compose)
                                            ^ Unexpected symbol

  Line 65:     implementation(libs.androidx.navigation.compose)
                                                      ^ Unexpected symbol

  Line 65:     implementation(libs.androidx.navigation.compose)
                                                       ^ Unexpected symbol

  Line 65:     implementation(libs.androidx.navigation.compose)
                                                              ^ Unexpected symbol

  Line 68:     implementation(libs.androidx.lifecycle.viewmodel.compose)
               ^ Unexpected symbol

  Line 68:     implementation(libs.androidx.lifecycle.viewmodel.compose)
                             ^ Unexpected symbol

  Line 68:     implementation(libs.androidx.lifecycle.viewmodel.compose)
                              ^ Unexpected symbol

  Line 68:     implementation(libs.androidx.lifecycle.viewmodel.compose)
                                  ^ Unexpected symbol

  Line 68:     implementation(libs.androidx.lifecycle.viewmodel.compose)
                                   ^ Unexpected symbol

  Line 68:     implementation(libs.androidx.lifecycle.viewmodel.compose)
                                           ^ Unexpected symbol

  Line 68:     implementation(libs.androidx.lifecycle.viewmodel.compose)
                                            ^ Unexpected symbol

  Line 68:     implementation(libs.androidx.lifecycle.viewmodel.compose)
                                                     ^ Unexpected symbol

  Line 68:     implementation(libs.androidx.lifecycle.viewmodel.compose)
                                                      ^ Unexpected symbol

  Line 68:     implementation(libs.androidx.lifecycle.viewmodel.compose)
                                                               ^ Unexpected symbol

  Line 68:     implementation(libs.androidx.lifecycle.viewmodel.compose)
                                                                ^ Unexpected symbol

  Line 68:     implementation(libs.androidx.lifecycle.viewmodel.compose)
                                                                       ^ Unexpected symbol

  Line 71:     implementation(libs.androidx.compose.material.icons.extended)
               ^ Unexpected symbol

  Line 71:     implementation(libs.androidx.compose.material.icons.extended)
                             ^ Unexpected symbol

  Line 71:     implementation(libs.androidx.compose.material.icons.extended)
                              ^ Unexpected symbol

  Line 71:     implementation(libs.androidx.compose.material.icons.extended)
                                  ^ Unexpected symbol

  Line 71:     implementation(libs.androidx.compose.material.icons.extended)
                                   ^ Unexpected symbol

  Line 71:     implementation(libs.androidx.compose.material.icons.extended)
                                           ^ Unexpected symbol

  Line 71:     implementation(libs.androidx.compose.material.icons.extended)
                                            ^ Unexpected symbol

  Line 71:     implementation(libs.androidx.compose.material.icons.extended)
                                                   ^ Unexpected symbol

  Line 71:     implementation(libs.androidx.compose.material.icons.extended)
                                                    ^ Unexpected symbol

  Line 71:     implementation(libs.androidx.compose.material.icons.extended)
                                                            ^ Unexpected symbol

  Line 71:     implementation(libs.androidx.compose.material.icons.extended)
                                                             ^ Unexpected symbol

  Line 71:     implementation(libs.androidx.compose.material.icons.extended)
                                                                  ^ Unexpected symbol

  Line 71:     implementation(libs.androidx.compose.material.icons.extended)
                                                                   ^ Unexpected symbol

  Line 71:     implementation(libs.androidx.compose.material.icons.extended)
                                                                           ^ Unexpected symbol

  Line 73:     testImplementation(libs.junit)
               ^ Unexpected symbol

  Line 73:     testImplementation(libs.junit)
                                 ^ Unexpected symbol

  Line 73:     testImplementation(libs.junit)
                                  ^ Unexpected symbol

  Line 73:     testImplementation(libs.junit)
                                      ^ Unexpected symbol

  Line 73:     testImplementation(libs.junit)
                                       ^ Unexpected symbol

  Line 73:     testImplementation(libs.junit)
                                            ^ Unexpected symbol

  Line 74:     androidTestImplementation(libs.androidx.junit)
               ^ Unexpected symbol

  Line 74:     androidTestImplementation(libs.androidx.junit)
                                        ^ Unexpected symbol

  Line 74:     androidTestImplementation(libs.androidx.junit)
                                         ^ Unexpected symbol

  Line 74:     androidTestImplementation(libs.androidx.junit)
                                             ^ Unexpected symbol

  Line 74:     androidTestImplementation(libs.androidx.junit)
                                              ^ Unexpected symbol

  Line 74:     androidTestImplementation(libs.androidx.junit)
                                                      ^ Unexpected symbol

  Line 74:     androidTestImplementation(libs.androidx.junit)
                                                       ^ Unexpected symbol

  Line 74:     androidTestImplementation(libs.androidx.junit)
                                                            ^ Unexpected symbol

  Line 75:     androidTestImplementation(libs.androidx.espresso.core)
               ^ Unexpected symbol

  Line 75:     androidTestImplementation(libs.androidx.espresso.core)
                                        ^ Unexpected symbol

  Line 75:     androidTestImplementation(libs.androidx.espresso.core)
                                         ^ Unexpected symbol

  Line 75:     androidTestImplementation(libs.androidx.espresso.core)
                                             ^ Unexpected symbol

  Line 75:     androidTestImplementation(libs.androidx.espresso.core)
                                              ^ Unexpected symbol

  Line 75:     androidTestImplementation(libs.androidx.espresso.core)
                                                      ^ Unexpected symbol

  Line 75:     androidTestImplementation(libs.androidx.espresso.core)
                                                       ^ Unexpected symbol

  Line 75:     androidTestImplementation(libs.androidx.espresso.core)
                                                               ^ Unexpected symbol

  Line 75:     androidTestImplementation(libs.androidx.espresso.core)
                                                                ^ Unexpected symbol

  Line 75:     androidTestImplementation(libs.androidx.espresso.core)
                                                                    ^ Unexpected symbol

  Line 76:     androidTestImplementation(platform(libs.androidx.compose.bom))
               ^ Unexpected symbol

  Line 76:     androidTestImplementation(platform(libs.androidx.compose.bom))
                                        ^ Unexpected symbol

  Line 76:     androidTestImplementation(platform(libs.androidx.compose.bom))
                                         ^ Unexpected symbol

  Line 76:     androidTestImplementation(platform(libs.androidx.compose.bom))
                                                 ^ Unexpected symbol

  Line 76:     androidTestImplementation(platform(libs.androidx.compose.bom))
                                                  ^ Unexpected symbol

  Line 76:     androidTestImplementation(platform(libs.androidx.compose.bom))
                                                      ^ Unexpected symbol

  Line 76:     androidTestImplementation(platform(libs.androidx.compose.bom))
                                                       ^ Unexpected symbol

  Line 76:     androidTestImplementation(platform(libs.androidx.compose.bom))
                                                               ^ Unexpected symbol

  Line 76:     androidTestImplementation(platform(libs.androidx.compose.bom))
                                                                ^ Unexpected symbol

  Line 76:     androidTestImplementation(platform(libs.androidx.compose.bom))
                                                                       ^ Unexpected symbol

  Line 76:     androidTestImplementation(platform(libs.androidx.compose.bom))
                                                                        ^ Unexpected symbol

  Line 76:     androidTestImplementation(platform(libs.androidx.compose.bom))
                                                                           ^ Unexpected symbol

  Line 76:     androidTestImplementation(platform(libs.androidx.compose.bom))
                                                                            ^ Unexpected symbol

  Line 77:     androidTestImplementation(libs.androidx.compose.ui.test.junit4)
               ^ Unexpected symbol

  Line 77:     androidTestImplementation(libs.androidx.compose.ui.test.junit4)
                                        ^ Unexpected symbol

  Line 77:     androidTestImplementation(libs.androidx.compose.ui.test.junit4)
                                         ^ Unexpected symbol

  Line 77:     androidTestImplementation(libs.androidx.compose.ui.test.junit4)
                                             ^ Unexpected symbol

  Line 77:     androidTestImplementation(libs.androidx.compose.ui.test.junit4)
                                              ^ Unexpected symbol

  Line 77:     androidTestImplementation(libs.androidx.compose.ui.test.junit4)
                                                      ^ Unexpected symbol

  Line 77:     androidTestImplementation(libs.androidx.compose.ui.test.junit4)
                                                       ^ Unexpected symbol

  Line 77:     androidTestImplementation(libs.androidx.compose.ui.test.junit4)
                                                              ^ Unexpected symbol

  Line 77:     androidTestImplementation(libs.androidx.compose.ui.test.junit4)
                                                               ^ Unexpected symbol

  Line 77:     androidTestImplementation(libs.androidx.compose.ui.test.junit4)
                                                                 ^ Unexpected symbol

  Line 77:     androidTestImplementation(libs.androidx.compose.ui.test.junit4)
                                                                  ^ Unexpected symbol

  Line 77:     androidTestImplementation(libs.androidx.compose.ui.test.junit4)
                                                                      ^ Unexpected symbol

  Line 77:     androidTestImplementation(libs.androidx.compose.ui.test.junit4)
                                                                       ^ Unexpected symbol

  Line 77:     androidTestImplementation(libs.androidx.compose.ui.test.junit4)
                                                                             ^ Unexpected symbol

  Line 78:     debugImplementation(libs.androidx.compose.ui.tooling)
               ^ Unexpected symbol

  Line 78:     debugImplementation(libs.androidx.compose.ui.tooling)
                                  ^ Unexpected symbol

  Line 78:     debugImplementation(libs.androidx.compose.ui.tooling)
                                   ^ Unexpected symbol

  Line 78:     debugImplementation(libs.androidx.compose.ui.tooling)
                                       ^ Unexpected symbol

  Line 78:     debugImplementation(libs.androidx.compose.ui.tooling)
                                        ^ Unexpected symbol

  Line 78:     debugImplementation(libs.androidx.compose.ui.tooling)
                                                ^ Unexpected symbol

  Line 78:     debugImplementation(libs.androidx.compose.ui.tooling)
                                                 ^ Unexpected symbol

  Line 78:     debugImplementation(libs.androidx.compose.ui.tooling)
                                                        ^ Unexpected symbol

  Line 78:     debugImplementation(libs.androidx.compose.ui.tooling)
                                                         ^ Unexpected symbol

  Line 78:     debugImplementation(libs.androidx.compose.ui.tooling)
                                                           ^ Unexpected symbol

  Line 78:     debugImplementation(libs.androidx.compose.ui.tooling)
                                                            ^ Unexpected symbol

  Line 78:     debugImplementation(libs.androidx.compose.ui.tooling)
                                                                   ^ Unexpected symbol

  Line 79:     debugImplementation(libs.androidx.compose.ui.test.manifest)
               ^ Unexpected symbol

  Line 79:     debugImplementation(libs.androidx.compose.ui.test.manifest)
                                  ^ Unexpected symbol

  Line 79:     debugImplementation(libs.androidx.compose.ui.test.manifest)
                                   ^ Unexpected symbol

  Line 79:     debugImplementation(libs.androidx.compose.ui.test.manifest)
                                       ^ Unexpected symbol

  Line 79:     debugImplementation(libs.androidx.compose.ui.test.manifest)
                                        ^ Unexpected symbol

  Line 79:     debugImplementation(libs.androidx.compose.ui.test.manifest)
                                                ^ Unexpected symbol

  Line 79:     debugImplementation(libs.androidx.compose.ui.test.manifest)
                                                 ^ Unexpected symbol

  Line 79:     debugImplementation(libs.androidx.compose.ui.test.manifest)
                                                        ^ Unexpected symbol

  Line 79:     debugImplementation(libs.androidx.compose.ui.test.manifest)
                                                         ^ Unexpected symbol

  Line 79:     debugImplementation(libs.androidx.compose.ui.test.manifest)
                                                           ^ Unexpected symbol

  Line 79:     debugImplementation(libs.androidx.compose.ui.test.manifest)
                                                            ^ Unexpected symbol

  Line 79:     debugImplementation(libs.androidx.compose.ui.test.manifest)
                                                                ^ Unexpected symbol

  Line 79:     debugImplementation(libs.androidx.compose.ui.test.manifest)
                                                                 ^ Unexpected symbol

  Line 79:     debugImplementation(libs.androidx.compose.ui.test.manifest)
                                                                         ^ Unexpected symbol

  Line 80: }
           ^ Unexpected symbol

259 errors

* Try:
> Run with --info or --debug option to get more log output.
> Run with --scan to get full insights.
> Get more help at https://help.gradle.org.

* Exception is:
